,Unnamed: 0,SU_ID,P_PANEL,NATIONAL_WEIGHT,REGION_WEIGHT,NATIONAL_WEIGHT_POP,REGION_WEIGHT_POP,P_GEO,SOC1,SOC2A,SOC2B,SOC3A,SOC3B,SOC4A,SOC4B,PHYS8,PHYS1A,PHYS1B,PHYS1C,PHYS1D,PHYS1E,PHYS1F,PHYS1G,PHYS1H,PHYS1I,PHYS1J,PHYS1K,PHYS1L,PHYS1M,PHYS1N,PHYS1O,PHYS1P,PHYS1Q,SOC5A,SOC5B,SOC5C,SOC5D,SOC5E,PHYS2_1,PHYS2_2,PHYS2_3,PHYS2_4,PHYS2_5,PHYS2_6,PHYS2_7,PHYS2_8,PHYS2_9,PHYS2_10,PHYS2_11,PHYS2_12,PHYS2_13,PHYS2_14,PHYS2_15,PHYS2_16,PHYS2_17,PHYS2_18,PHYS2_19,PHYS2_DK,PHYS2_SKP,PHYS2_REF,PHYS10A,PHYS10B,PHYS10C,PHYS10D,PHYS10E,ECON8A,ECON8B,ECON8C,ECON8D,ECON8E,ECON8F,ECON8G,ECON8H,ECON8I,ECON8J,ECON8K,ECON8L,ECON8M,ECON8N,ECON8O,ECON8P,ECON8Q,ECON8R,ECON8S,ECON7_1,ECON7_2,ECON7_3,ECON7_4,ECON7_5,ECON7_6,ECON7_7,ECON7_8,ECON7_DK,ECON7_SKP,ECON7_REF,ECON1,ECON2,ECON4,ECON3,ECON4A,ECON4B,ECON6A,ECON6B,ECON6C,ECON6D,ECON6E,ECON6F,ECON6G,ECON6H,ECON6I,ECON6J,ECON6K,ECON6L,ECON5A_A,ECON5A_B,PHYS7_1,PHYS7_2,PHYS7_3,PHYS7_4,PHYS7_DK,PHYS7_SKP,PHYS7_REF,PHYS11,PHYS11_TEMP,PHYS9A,PHYS9B,PHYS9C,PHYS9D,PHYS9E,PHYS9F,PHYS9G,PHYS9H,PHYS3A,PHYS3B,PHYS3C,PHYS3D,PHYS3E,PHYS3F,PHYS3G,PHYS3H,PHYS3I,PHYS3J,PHYS3K,PHYS3L,PHYS3M,PHYS4,PHYS5,PHYS6,AGE4,AGE7,GENDER,RACETH,RACE_R2,HHINCOME,EDUCATION,EDUC4,P_OCCUPY2,HHSIZE1,HH01S,HH25S,HH612S,HH1317S,HH18OVS,REGION4,REGION9,P_DENSE,MODE,LANGUAGE,MAIL50,RACE1_BANNER,RACE2_BANNER,INC_BANNER,AGE_BANNER,HH_BANNER
4060,4061,26200631,ABS,,0.8684559489,,3619.2468552,"Columbus, Ohio",4,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,4,1,2,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,4,3,4,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,3,,1,0,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,"$100,000 to under $150,000",3,3,,4,0,0,0,1,3,2,3,2,2,1,1,1,,3,1,3
4061,4062,26202406,ABS,,0.2727339556,,4331.6207983,"Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",1,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,1,3,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,998,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.5,1,98,98,98,1,98,98,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,1,1,"$150,000 or more",7,4,,2,0,0,0,0,2,2,3,3,2,1,2,1,,4,3,2
4062,4063,26202717,ABS,,0.4343094329,,6897.7981429,"Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",3,4,3,1,1,2,2,3,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,4,3,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,5,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,0,3,3,4,4,4,4,4,4,1,4,4,4,4,4,1,3,0,0,0,1,0,0,0,1,97.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,4,2,1,1,"$10,000 to under $20,000",5,4,,1,0,0,0,0,1,2,3,3,2,1,2,1,,1,2,1
4063,4064,26203358,ABS,,0.3922864068,,5701.6130014,Missouri,3,3,3,1,2,2,2,3,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,4,4,2,3,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,3,5,5,1,1,2,2,1,77,1,77,1,2,2,1,1,77,1,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,40,,40,3,3,4,4,4,4,4,4,4,2,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.2,1,98,98,98,2,2,2,2,2,77,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,88,1,"$75,000 to under $100,000",5,4,,4,0,0,0,0,4,2,4,3,2,1,3,88,,3,2,5
4064,4065,26206474,ABS,,0.3365861934,,11352.666585,New York,3,4,3,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,"$50,000 to under $75,000",7,4,,1,0,0,0,0,1,1,2,3,2,1,3,1,,3,3,1
4065,4066,26206570,ABS,,1.4681854237,,23318.044514,"Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,5,5,3,3,3,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,3,,1,30,5,5,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,"$30,000 to under $40,000",7,4,,1,0,0,0,0,1,2,3,3,2,1,2,1,,2,2,1
4066,4067,26207628,ABS,,1.2381732227,,61357.395113,California,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,1,2,77,1,2,1,77,1,2,2,2,2,2,2,77,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,45,,998,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,"$30,000 to under $40,000",3,3,,1,0,0,0,0,1,4,9,3,2,1,2,3,,2,2,1
4067,4068,26210162,ABS,,0.2884798273,,3942.5771551,"Phoenix-Mesa-Chandler, Arizona",2,3,3,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,3,3,3,3,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,25,,41,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,98,98,98,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,5,2,1,1,"$40,000 to under $50,000",5,4,,1,0,0,0,0,1,4,8,3,2,1,2,1,,2,2,1
4068,4069,26211749,ABS,,0.563685186,,32366.581554,Texas,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,3,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,40,,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,4,2,1,1,"$150,000 or more",3,3,,3,0,0,0,1,2,3,7,3,2,1,2,1,,4,2,3
4069,4070,26212383,ABS,,0.6701253637,,3579.4283209,"Baltimore-Columbia-Towson, Maryland",3,4,4,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,2,4,2,3,2,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,4,,24,5,4,4,4,4,4,4,4,1,4,4,4,4,2,2,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,3,2,"$30,000 to under $40,000",5,4,,2,0,0,0,0,2,3,5,3,2,1,2,3,,2,2,2
4070,4071,26216762,ABS,,1.4557383,,2913.973644,Montana,2,5,5,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,4,4,1,3,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,24,,24,1,1,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,88,1,"$75,000 to under $100,000",3,3,,2,0,0,0,0,2,4,8,2,2,1,1,88,,3,1,2
4071,4072,26221280,ABS,,1.0779246549,,61894.009486,Texas,2,4,2,1,1,2,2,3,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,98,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,40,,40,3,4,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,1,1,0,0,0,0,1,98.6,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,4,6,2,1,1,"$30,000 to under $40,000",4,3,,1,0,0,0,0,1,3,7,3,2,1,2,1,,2,3,1
4072,4073,26221368,ABS,,1.5562461249,,54340.8367,Florida,3,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,40,,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,0,0,1,0,2,,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,1,2,2,"$75,000 to under $100,000",5,4,,3,0,0,0,0,3,3,5,3,2,1,2,2,,3,2,5
4073,4074,26223678,ABS,,0.5279472644,,7215.3149962,"Phoenix-Mesa-Chandler, Arizona",1,5,5,3,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,4,5,5,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,3,,8,0,1,1,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,"$150,000 or more",6,4,,3,0,0,0,0,3,4,8,2,2,1,2,1,,4,2,5
4074,4075,26224215,ABS,,0.2352803183,,8215.493136,Florida,3,3,3,1,1,2,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,3,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,55,,45,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.9,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,3,5,1,1,1,"$150,000 or more",5,4,,2,0,0,0,0,2,3,5,3,2,1,2,1,,4,2,2
4075,4076,26224850,ABS,,1.5660856061,,89924.0192,Texas,2,2,2,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,77,0,0,1,0,0,0,0,0,0,0,0,3,,3,12,5,3,2,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.7,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,2,1,1,"$30,000 to under $40,000",3,3,,2,0,0,0,0,2,3,7,3,2,1,2,1,,2,3,2
4076,4077,26225867,ABS,,0.4363549146,,873.45831368,Montana,3,3,3,2,3,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5,5,3,5,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,3,,77,30,5,5,2,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,4,5,2,88,1,"$10,000 to under $20,000",5,4,,1,0,0,0,0,1,4,8,3,1,1,1,88,,1,2,1
4077,4078,26229608,ABS,,4.3762582719,,45611.289263,Colorado,3,3,5,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,2,2,2,4,4,77,1,1,1,1,1,77,77,77,1,77,77,1,1,77,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,,4,40,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,0,0,0,1,0,0,0,1,888,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,2,2,2,3,2,"Under $10,000",2,2,,5,0,2,0,0,3,4,8,3,2,1,3,3,,1,2,3
4078,4079,26231356,ABS,,1.1117793009,,12141.826184,Minnesota,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,3,5,4,5,4,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,3,,4,40,3,1,1,4,4,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,"$75,000 to under $100,000",4,3,,4,0,0,1,1,2,2,4,3,2,1,2,1,,3,2,3
4079,4080,26232754,ABS,,0.7875415236,,6136.5697688,Oregon,3,3,5,2,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,3,,2,998,5,5,4,4,4,4,4,4,4,4,4,4,4,98,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,7,1,88,1,"$40,000 to under $50,000",3,3,,1,0,0,0,0,1,4,9,3,2,1,1,88,,2,3,1
4080,4081,26233463,ABS,,0.8406591441,,12218.402225,Missouri,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,3,2,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,4,3,4,3,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,,,20,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,88,1,"$30,000 to under $40,000",4,3,,4,0,2,1,0,1,2,4,3,2,1,3,88,,2,2,4
4081,4082,26234421,ABS,,0.3431931804,,1430.2404635,"Columbus, Ohio",2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,3,3,3,2,1,2,1,2,1,1,77,2,1,2,1,1,77,77,1,2,77,2,77,1,1,0,1,0,0,0,0,0,0,0,0,1,7,,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,1,1,"$100,000 to under $150,000",5,4,,3,0,0,0,0,3,2,3,3,2,1,1,1,,3,2,5
4082,4083,26235196,ABS,,0.5323697436,,6598.3729607,"Atlanta-Sandy Springs-Alpharetta, Georgia",1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,4,4,4,4,4,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2,,,60,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,1,1,SKIPPED ON WEB,7,4,,2,0,0,0,0,2,3,5,3,2,1,4,1,,,2,2
4083,4084,26235897,ABS,,1.0649579277,,2131.7425895,Montana,1,5,4,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,6,1,88,1,"$30,000 to under $40,000",3,3,,1,0,0,0,0,1,4,8,1,2,1,1,88,,2,3,1
4084,4085,26237176,ABS,,3.077361845,,33608.102433,Minnesota,3,5,5,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,4,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,3,4,3,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,,9,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,99.3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,4,2,"Under $10,000",3,3,,4,0,0,0,1,3,2,4,3,2,1,2,5,,1,1,3
4085,4086,26241143,ABS,,1.3539496061,,3126.4663035,"Birmingham-Hoover, Alabama",2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,5,5,5,5,5,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,,,60,1,1,4,4,4,1,4,4,2,4,4,4,4,2,3,3,0,0,0,1,0,0,0,1,98.6,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,4,6,1,1,1,"$40,000 to under $50,000",3,3,,2,0,0,0,0,2,3,6,3,2,1,2,1,,2,3,2
4086,4087,26241597,ABS,,1.3017239525,,14055.928458,Louisiana,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,,3,35,1,1,2,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,77,2,2,2,2,2,3,4,1,2,2,"$20,000 to under $30,000",3,3,,3,0,0,0,0,3,3,7,3,2,1,2,2,,1,2,5
4087,4088,26242259,ABS,,0.3952521712,,3079.8281139,Oregon,2,2,2,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,2,3,3,3,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,,,20,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,88,1,"$75,000 to under $100,000",6,4,,4,0,0,0,3,1,4,9,3,2,1,1,88,,3,2,4
4088,4089,26243344,ABS,,0.2980224536,,10051.955834,New York,3,3,5,3,4,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,2,2,3,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,50,,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,1,1,"$150,000 or more",5,4,,3,0,0,0,0,3,1,2,3,2,1,3,1,,4,2,5
4089,4090,26249847,ABS,,0.4609789939,,6700.0124885,Missouri,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4,,3,1,1,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.4,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,4,6,1,88,1,"$100,000 to under $150,000",5,4,,2,0,0,0,0,2,2,4,3,2,1,3,88,,3,3,2
4090,4091,26250281,ABS,,0.3922041107,,1634.4910712,"Columbus, Ohio",3,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,5,5,5,5,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,52,,50,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.8,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,"$100,000 to under $150,000",6,4,,1,0,0,0,0,1,2,3,3,1,1,1,1,,3,3,1
4091,4092,26250573,ABS,,0.7072675722,,24696.293875,Florida,3,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,4,1,1,1,1,1,77,1,2,1,1,2,1,1,77,1,2,1,2,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,60,,60,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,4,2,"$150,000 or more",6,4,,5,0,0,0,2,3,3,5,3,2,1,2,5,,4,2,3
4092,4093,26251411,ABS,,0.9216113073,,2128.134374,"Birmingham-Hoover, Alabama",2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,3,3,3,3,1,1,1,1,1,2,1,1,1,1,2,2,2,1,77,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.6,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,4,5,2,2,2,"$30,000 to under $40,000",3,3,,2,0,0,0,0,2,3,6,3,2,1,2,2,,2,2,2
